sample	interval	gene_exon	log2ratio
SAMPLE_7	1:153927300-153927502	.	0.135636472
SAMPLE_7	1:153927503-153927699	.	0.082433435
SAMPLE_7	1:153930765-153931028	.	0.224594138
SAMPLE_7	1:156785518-156785733	.	0.102787775
SAMPLE_7	1:156811821-156812036	.	0.103898617
SAMPLE_7	1:156830677-156830988	.	0.174436213
SAMPLE_7	1:156834087-156834278	.	-0.094162366
SAMPLE_7	1:156834472-156834639	.	-0.323296958
SAMPLE_7	1:156836652-156836819	.	0.164668188
SAMPLE_7	1:156837837-156838100	.	0.025193029
SAMPLE_7	1:156838248-156838487	.	-0.18760195
SAMPLE_7	1:156841361-156841600	.	-0.01147524
SAMPLE_7	1:156843420-156843755	.	0.303281845
SAMPLE_7	1:156843756-156844075	.	-0.123705305
SAMPLE_7	1:156844076-156844291	.	-0.05272041
SAMPLE_7	1:156844292-156844306	.	0.321086414
SAMPLE_7	1:156844307-156844474	.	0.100416917
SAMPLE_7	1:156844641-156844856	.	0.162687027
SAMPLE_7	1:156844857-156845252	.	-0.090504478
SAMPLE_7	1:156845253-156845516	.	0.243426645
SAMPLE_7	1:156845813-156846052	.	0.374732613
SAMPLE_7	1:156846134-156846421	.	0.024845011
SAMPLE_7	1:156848902-156849165	.	0.100497525
SAMPLE_7	1:156849738-156850001	.	0.357802815
SAMPLE_7	1:156851198-156851485	.	0.286097164
SAMPLE_7	1:161284098-161284313	.	-0.098745824
SAMPLE_7	1:161293336-161293503	.	0.039543689
SAMPLE_7	1:161298129-161298344	.	0.043359051
SAMPLE_7	1:161309292-161309435	.	-0.312909366
SAMPLE_7	1:161310331-161310498	.	-0.118123806
SAMPLE_7	1:161326417-161326680	.	-0.006286217
SAMPLE_7	1:161332069-161332380	.	-0.257040041
SAMPLE_7	1:162688799-162688990	.	0.083397162
SAMPLE_7	1:162722828-162723043	.	-0.462551565
SAMPLE_7	1:162724410-162724649	.	0.059772409
SAMPLE_7	1:162724888-162725151	.	-0.068975321
SAMPLE_7	1:162725399-162725614	.	0.025162501
SAMPLE_7	1:162729534-162729821	.	-0.195995426
SAMPLE_7	1:162730991-162731254	.	-0.195646377
SAMPLE_7	1:162735738-162735905	.	0.041457871
SAMPLE_7	1:162736964-162737203	.	-0.022961342
SAMPLE_7	1:162740089-162740472	.	0.032254933
SAMPLE_7	1:162741810-162742049	.	-0.223282995
SAMPLE_7	1:162743203-162743442	.	-0.042831928
SAMPLE_7	1:162745394-162745681	.	0.028053733
SAMPLE_7	1:162745923-162746162	.	-0.139345182
SAMPLE_7	1:162748313-162748576	.	-0.092749727
SAMPLE_7	1:162749849-162750088	.	0.086641141
SAMPLE_7	1:166041073-166041252	.	-0.394794731
SAMPLE_7	1:169332098-169332277	.	0.029450669
SAMPLE_7	1:172623174-172623353	.	0.017250932
SAMPLE_7	1:17345319-17345510	.	-0.140024564
SAMPLE_7	1:17349044-17349283	.	-0.582960025
SAMPLE_7	1:17350411-17350626	.	-0.192164972
SAMPLE_7	1:17354194-17354409	.	-0.261836422
SAMPLE_7	1:17355043-17355282	.	-0.339379496
SAMPLE_7	1:17359502-17359693	.	-0.158490686
SAMPLE_7	1:17371200-17371439	.	-0.461598769
SAMPLE_7	1:17380395-17380562	.	-0.179827335
SAMPLE_7	1:175914190-175914405	.	-0.223872254
SAMPLE_7	1:175916281-175916424	.	0.176865619
SAMPLE_7	1:175956027-175956290	.	-0.301988061
SAMPLE_7	1:175957366-175957605	.	-0.000719106
SAMPLE_7	1:175958449-175958664	.	0.060979144
SAMPLE_7	1:175996658-175996873	.	-0.120008184
SAMPLE_7	1:176012267-176012458	.	-0.031408223
SAMPLE_7	1:176012792-176013007	.	-0.021393458
SAMPLE_7	1:176015269-176015508	.	-0.037989216
SAMPLE_7	1:176050236-176050475	.	-0.561385376
SAMPLE_7	1:176054861-176055076	.	-0.115545004
SAMPLE_7	1:176085705-176085872	.	-0.299921377
SAMPLE_7	1:176102926-176103093	.	-0.352635886
SAMPLE_7	1:176104088-176104279	.	-0.189325803
SAMPLE_7	1:176105570-176105737	.	-0.053358232
SAMPLE_7	1:176118092-176118259	.	-0.41536599
SAMPLE_7	1:176131957-176132172	.	-0.483704472
SAMPLE_7	1:176132893-176133084	.	-0.271321981
SAMPLE_7	1:176137768-176137935	.	-0.920605139
SAMPLE_7	1:176144987-176145202	.	-0.25337715
SAMPLE_7	1:176153715-176153882	.	0.269265506
SAMPLE_7	1:176175701-176176120	.	-0.358384244
SAMPLE_7	1:178290469-178290648	.	0.409060694
SAMPLE_7	1:180404864-180405043	.	0.131969886
SAMPLE_7	1:182519309-182519488	.	-0.165932961
SAMPLE_7	1:184633655-184633834	.	-0.298717285
SAMPLE_7	1:186748124-186748303	.	0.065310791
SAMPLE_7	1:188862495-188862674	.	0.043931505
SAMPLE_7	1:190976915-190977094	.	0.009494863
SAMPLE_7	1:193091276-193091515	.	0.069966736
SAMPLE_7	1:193094187-193094402	.	-0.383368754
SAMPLE_7	1:193099255-193099422	.	-0.205593015
SAMPLE_7	1:193104468-193104625	.	-0.030296514
SAMPLE_7	1:193104626-193104776	.	0.00923183
SAMPLE_7	1:193107163-193107354	.	-0.316296313
SAMPLE_7	1:193110968-193111207	.	-0.174933092
SAMPLE_7	1:193116938-193117153	.	-0.247952809
SAMPLE_7	1:193119377-193119568	.	0.074397112
SAMPLE_7	1:193121458-193121625	.	0.245911462
SAMPLE_7	1:193172870-193173037	.	-0.459144455
SAMPLE_7	1:193181141-193181284	.	0.222992518
SAMPLE_7	1:193181468-193181659	.	0.064279047
SAMPLE_7	1:193202072-193202335	.	-0.006761551
SAMPLE_7	1:193205328-193205543	.	-0.104730218
SAMPLE_7	1:193218811-193219050	.	-0.052135505
SAMPLE_7	1:193219752-193219895	.	-0.166748706
SAMPLE_7	1:196013362-196013481	.	-1.996897591
SAMPLE_7	1:1982015-1982194	.	-1.244691073
SAMPLE_7	1:1986821-1987060	.	-0.396313374
SAMPLE_7	1:1987872-1988063	.	-0.851973228
SAMPLE_7	1:198806872-198807051	.	0.017318187
SAMPLE_7	1:1990921-1991088	.	-0.363339709
SAMPLE_7	1:2005596-2005811	.	-0.657104635
SAMPLE_7	1:2013710-2013949	.	-0.261585022
SAMPLE_7	1:201600430-201600609	.	-0.070720814
SAMPLE_7	1:204393930-204394217	.	0.217812015
SAMPLE_7	1:204394685-204394924	.	0.124469372
SAMPLE_7	1:204396721-204396936	.	0.256383889
SAMPLE_7	1:204397212-204397403	.	-0.108354698
SAMPLE_7	1:204399000-204399215	.	0.272734939
SAMPLE_7	1:204400739-204400978	.	-0.019847564
SAMPLE_7	1:204401273-204401584	.	0.17892613
SAMPLE_7	1:204402391-204402606	.	0.026766813
SAMPLE_7	1:204402867-204403130	.	0.185808416
SAMPLE_7	1:204403508-204403795	.	0.207148186
SAMPLE_7	1:204408011-204408250	.	0.205935501
SAMPLE_7	1:204409265-204409504	.	0.134366941
SAMPLE_7	1:204410549-204410740	.	0.262221879
SAMPLE_7	1:204411600-204411815	.	0.077193788
SAMPLE_7	1:204412491-204412778	.	0.108780265
SAMPLE_7	1:204413147-204413338	.	-0.03042481
SAMPLE_7	1:204413410-204413601	.	-0.007665106
SAMPLE_7	1:204415034-204415321	.	0.073847324
SAMPLE_7	1:204416515-204416754	.	0.296721822
SAMPLE_7	1:204418261-204418476	.	0.164111087
SAMPLE_7	1:204418930-204419193	.	-0.042960394
SAMPLE_7	1:204423738-204423977	.	0.218865964
SAMPLE_7	1:204424926-204425237	.	0.292520388
SAMPLE_7	1:204426110-204426253	.	0.258189752
SAMPLE_7	1:204426797-204427060	.	-0.342881376
SAMPLE_7	1:204428954-204429121	.	0.234727044
SAMPLE_7	1:204429396-204429587	.	-0.010089643
SAMPLE_7	1:204429626-204429841	.	0.408830966
SAMPLE_7	1:204433080-204433319	.	0.177237983
SAMPLE_7	1:204433523-204433786	.	0.252405947
SAMPLE_7	1:204434289-204434504	.	0.262764397
SAMPLE_7	1:204435888-204436175	.	-0.167947809
SAMPLE_7	1:204437996-204438931	.	0.258193272
SAMPLE_7	1:204494590-204494781	.	0.050991776
SAMPLE_7	1:204495429-204495620	.	0.196217084
SAMPLE_7	1:204499759-204499998	.	-0.088693179
SAMPLE_7	1:204501263-204501430	.	0.213557604
SAMPLE_7	1:204501838-204502005	.	0.07412824
SAMPLE_7	1:204505939-204506154	.	0.169036092
SAMPLE_7	1:204506508-204506675	.	0.210966928
SAMPLE_7	1:204506985-204507176	.	0.001473135
SAMPLE_7	1:204507279-204507494	.	0.188679195
SAMPLE_7	1:204511860-204512123	.	0.217359258
SAMPLE_7	1:204513606-204513869	.	0.100397598
SAMPLE_7	1:204515869-204516060	.	0.319196118
SAMPLE_7	1:204518238-204518813	.	0.113100039
SAMPLE_7	1:204527717-204527860	.	-0.298085166
SAMPLE_7	1:20632939-20633118	.	-0.732205995
SAMPLE_7	1:2066648-2066839	.	-0.577692199
SAMPLE_7	1:207243337-207243516	.	0.228865316
SAMPLE_7	1:2075595-2075834	.	-0.7018887
SAMPLE_7	1:2077411-2077602	.	0.073392107
SAMPLE_7	1:2080253-2080420	.	-0.083796854
SAMPLE_7	1:2082180-2082467	.	0.16784401
SAMPLE_7	1:2087375-2087590	.	-0.09131515
SAMPLE_7	1:209958854-209959033	.	-0.022377209
SAMPLE_7	1:2100904-2101095	.	-0.260232114
SAMPLE_7	1:2103442-2103681	.	0.034877673
SAMPLE_7	1:2103688-2103879	.	-0.088791215
SAMPLE_7	1:2105288-2105503	.	-0.035603907
SAMPLE_7	1:2106137-2106328	.	0.23586968
SAMPLE_7	1:2106612-2106803	.	-0.544167366
SAMPLE_7	1:2113214-2113357	.	-0.064402038
SAMPLE_7	1:2115972-2116187	.	-0.292649845
SAMPLE_7	1:2116309-2116500	.	-0.623940391
SAMPLE_7	1:212674420-212674599	.	0.191756032
SAMPLE_7	1:215389888-215390067	.	0.815630314
SAMPLE_7	1:218105479-218105658	.	0.439562394
SAMPLE_7	1:223536514-223536693	.	0.104921476
SAMPLE_7	1:226251997-226252236	.	-0.118998282
SAMPLE_7	1:226253347-226253610	.	0.293054259
SAMPLE_7	1:226258996-226259235	.	-0.151117598
SAMPLE_7	1:229304183-229304362	.	-0.246948613
SAMPLE_7	1:232349171-232349350	.	0.349590859
SAMPLE_7	1:235394209-235394388	.	0.579362007
SAMPLE_7	1:23885397-23885564	.	-0.663480384
SAMPLE_7	1:23885612-23885767	.	-0.43431987
SAMPLE_7	1:23885768-23885923	.	-0.384692447
SAMPLE_7	1:241661079-241661318	.	0.307981079
SAMPLE_7	1:241663682-241663945	.	0.055841406
SAMPLE_7	1:241665687-241665926	.	0.470862663
SAMPLE_7	1:241667288-241667599	.	0.419546612
SAMPLE_7	1:241669254-241669517	.	0.306506741
SAMPLE_7	1:241671850-241672137	.	0.332573429
SAMPLE_7	1:241675211-241675498	.	0.175593901
SAMPLE_7	1:241676850-241677065	.	0.380203164
SAMPLE_7	1:241680429-241680668	.	0.246302632
SAMPLE_7	1:241682837-241683076	.	-0.170125803
SAMPLE_7	1:243662995-243663138	.	0.630363689
SAMPLE_7	1:243668498-243668689	.	0.533163488
SAMPLE_7	1:243675569-243675784	.	0.118805189
SAMPLE_7	1:243708760-243708951	.	0.157232281
SAMPLE_7	1:243715982-243716293	.	0.215943897
SAMPLE_7	1:243726966-243727205	.	0.190014614
SAMPLE_7	1:243736169-243736408	.	0.395522254
SAMPLE_7	1:243776923-243777090	.	0.546294902
SAMPLE_7	1:243778347-243778514	.	0.246585003
SAMPLE_7	1:243800859-243801098	.	0.229778753
SAMPLE_7	1:243809135-243809398	.	0.084082608
SAMPLE_7	1:243828022-243828237	.	0.276561174
SAMPLE_7	1:243858836-243859075	.	0.18007396
SAMPLE_7	1:243953990-243956509	.	0.309102115
SAMPLE_7	1:244006378-244006521	.	0.57932165
SAMPLE_7	1:244006547-244006966	.	0.582087892
SAMPLE_7	1:244007201-244008700	.	0.487292878
SAMPLE_7	1:244008852-244013351	.	0.341967252
SAMPLE_7	1:246631946-246632125	.	-0.128892179
SAMPLE_7	1:27022887-27024038	.	0.232970538
SAMPLE_7	1:27056092-27056403	.	-0.280251895
SAMPLE_7	1:27057641-27058096	.	-0.59936013
SAMPLE_7	1:27059117-27059332	.	-0.567626177
SAMPLE_7	1:27087335-27087598	.	-0.240424956
SAMPLE_7	1:27087824-27088015	.	-0.567095926
SAMPLE_7	1:27088595-27088858	.	-0.297643477
SAMPLE_7	1:27089452-27089787	.	-0.363661228
SAMPLE_7	1:27092653-27092903	.	-0.550903845
SAMPLE_7	1:27092904-27093110	.	-0.59308415
SAMPLE_7	1:27094230-27094541	.	-0.39414166
SAMPLE_7	1:27097558-27097869	.	-0.235821066
SAMPLE_7	1:27098937-27099176	.	-0.479534777
SAMPLE_7	1:27099247-27099534	.	-0.515540654
SAMPLE_7	1:27099780-27100029	.	-0.241205311
SAMPLE_7	1:27100030-27100251	.	-0.19433669
SAMPLE_7	1:27100252-27100448	.	-0.49361857
SAMPLE_7	1:27100810-27101721	.	-0.183057368
SAMPLE_7	1:27102013-27102252	.	-0.4711075
SAMPLE_7	1:27102254-27102445	.	-0.409086746
SAMPLE_7	1:27105505-27107256	.	-0.392339102
SAMPLE_7	1:29563325-29563504	.	-0.328449033
SAMPLE_7	1:32019435-32019614	.	-0.705019053
SAMPLE_7	1:34475594-34475773	.	-0.042456694
SAMPLE_7	1:36931695-36932510	.	0.042809397
SAMPLE_7	1:36932776-36932967	.	-0.004623653
SAMPLE_7	1:36933110-36933301	.	0.06419848
SAMPLE_7	1:36933363-36933619	.	0.038573786
SAMPLE_7	1:36933620-36933880	.	0.130979477
SAMPLE_7	1:36934700-36934915	.	0.164643559
SAMPLE_7	1:36935203-36935490	.	0.20272866
SAMPLE_7	1:36936985-36937296	.	0.08183051
SAMPLE_7	1:36937608-36937789	.	0.161475602
SAMPLE_7	1:36937790-36938047	.	0.115814908
SAMPLE_7	1:36938059-36938346	.	-0.244847431
SAMPLE_7	1:36938986-36939273	.	0.119922379
SAMPLE_7	1:36939307-36939546	.	-0.025631924
SAMPLE_7	1:36940970-36941281	.	-0.111494767
SAMPLE_7	1:36942580-36942891	.	0.177077099
SAMPLE_7	1:36943100-36943363	.	0.251254898
SAMPLE_7	1:36944979-36945170	.	0.369971596
SAMPLE_7	1:36947025-36947192	.	0.378125881
SAMPLE_7	1:36948360-36948551	.	0.304427074
SAMPLE_7	1:40363043-40363192	.	0.169740614
SAMPLE_7	1:40363193-40363342	.	0.344757652
SAMPLE_7	1:40363343-40363492	.	0.35228732
SAMPLE_7	1:40363493-40363642	.	0.199657276
SAMPLE_7	1:40366477-40366638	.	-0.234894248
SAMPLE_7	1:40366639-40366800	.	0.793241255
SAMPLE_7	1:40366801-40366962	.	0.591319446
SAMPLE_7	1:40366963-40367124	.	0.650896511
SAMPLE_7	1:40367424-40367615	.	-0.129181021
SAMPLE_7	1:43803463-43803654	.	0.008262593
SAMPLE_7	1:43803716-43803955	.	0.333410162
SAMPLE_7	1:43804158-43804445	.	0.375929679
SAMPLE_7	1:43804935-43805246	.	0.237484273
SAMPLE_7	1:43805584-43805847	.	0.666466798
SAMPLE_7	1:43806001-43806240	.	0.039118943
SAMPLE_7	1:43812064-43812351	.	-0.018448701
SAMPLE_7	1:43812414-43812653	.	0.115968211
SAMPLE_7	1:43814459-43814728	.	-0.26162314
SAMPLE_7	1:43814881-43815168	.	-0.176648877
SAMPLE_7	1:43817835-43818026	.	-0.018922692
SAMPLE_7	1:43818184-43818447	.	-0.079921325
SAMPLE_7	1:45794924-45795163	.	0.336610996
SAMPLE_7	1:45796137-45796280	.	0.158671478
SAMPLE_7	1:45796798-45797048	.	0.104352979
SAMPLE_7	1:45797049-45797279	.	0.091985611
SAMPLE_7	1:45797283-45797594	.	0.051260929
SAMPLE_7	1:45797643-45797797	.	0.032802569
SAMPLE_7	1:45797798-45798022	.	0.092314363
SAMPLE_7	1:45798023-45798202	.	0.175891292
SAMPLE_7	1:45798203-45798396	.	0.243054698
SAMPLE_7	1:45798397-45798547	.	-0.09694864
SAMPLE_7	1:45798548-45798682	.	0.010767143
SAMPLE_7	1:45798710-45798901	.	-0.01074668
SAMPLE_7	1:45798905-45799040	.	0.265040103
SAMPLE_7	1:45799041-45799323	.	-0.103375217
SAMPLE_7	1:45800003-45800242	.	0.03033892
SAMPLE_7	1:45803756-45803971	.	-0.031192924
SAMPLE_7	1:45805817-45805984	.	-0.221166851
SAMPLE_7	1:48621784-48621963	.	0.0245042
SAMPLE_7	1:51435985-51436224	.	-1.479319091
SAMPLE_7	1:51439562-51439753	.	-0.446220295
SAMPLE_7	1:51439754-51439945	.	-0.421226077
SAMPLE_7	1:53994045-53994224	.	-0.485627559
SAMPLE_7	1:56548186-56548365	.	0.007816112
SAMPLE_7	1:59102435-59102554	.	-0.879094155
SAMPLE_7	1:61656468-61656647	.	0.072832345
SAMPLE_7	1:64210683-64210862	.	0.162201464
SAMPLE_7	1:66764799-66764978	.	-0.040334015
SAMPLE_7	1:69318965-69319144	.	-0.40537907
SAMPLE_7	1:71873071-71873310	.	0.228403943
SAMPLE_7	1:71905357-71905572	.	-0.10904804
SAMPLE_7	1:72058444-72058707	.	0.219384053
SAMPLE_7	1:72076649-72076888	.	0.214939113
SAMPLE_7	1:72163565-72163876	.	0.162920005
SAMPLE_7	1:72168857-72169096	.	0.412769355
SAMPLE_7	1:72241798-72242037	.	0.056649119
SAMPLE_7	1:72400758-72400997	.	0.141523639
SAMPLE_7	1:72566370-72566657	.	0.018485605
SAMPLE_7	1:72747946-72748233	.	-0.15286555
SAMPLE_7	1:75092358-75092537	.	0.518919781
SAMPLE_7	1:77436524-77436703	.	0.44708026
SAMPLE_7	1:7767399-7767518	.	-0.62532326
SAMPLE_7	1:79780739-79780918	.	0.426078017
SAMPLE_7	1:82124833-82124952	.	-0.248045158
SAMPLE_7	1:84469093-84469272	.	-0.394391412
SAMPLE_7	1:86813235-86813414	.	-0.141986096
SAMPLE_7	1:89157424-89157603	.	0.2753579
SAMPLE_7	1:93845770-93845949	.	-0.110741562
SAMPLE_7	1:98534124-98534303	.	0.110671833
SAMPLE_7	10:10331987-10332166	.	-0.918273367
SAMPLE_7	10:104263857-104264144	.	-0.269536422
SAMPLE_7	10:104268873-104269112	.	-0.470646873
SAMPLE_7	10:104309675-104309914	.	-0.381797674
SAMPLE_7	10:104352290-104352529	.	-0.441683949
SAMPLE_7	10:104353340-104353531	.	-0.405320796
SAMPLE_7	10:104353690-104353881	.	-0.133814549
SAMPLE_7	10:104356842-104357105	.	-0.603671548
SAMPLE_7	10:104359138-104359353	.	-0.514153182
SAMPLE_7	10:104374972-104375211	.	-0.36500432
SAMPLE_7	10:104377035-104377346	.	-0.244775229
SAMPLE_7	10:104378718-104378933	.	-0.513999324
SAMPLE_7	10:104386882-104387049	.	-0.045346113
SAMPLE_7	10:104389772-104389963	.	-0.054572516
SAMPLE_7	10:108358678-108358857	.	-0.034570057
SAMPLE_7	10:112327474-112327689	.	-0.051141831
SAMPLE_7	10:112328638-112328829	.	-0.672410657
SAMPLE_7	10:112333412-112333555	.	-0.710095311
SAMPLE_7	10:112335044-112335211	.	-0.55861388
SAMPLE_7	10:112337131-112337298	.	-0.738836741
SAMPLE_7	10:112337537-112337728	.	-0.542314261
SAMPLE_7	10:112338329-112338520	.	-0.331457305
SAMPLE_7	10:112340613-112340828	.	-0.120512289
SAMPLE_7	10:112341625-112341912	.	-0.296737391
SAMPLE_7	10:112342264-112342455	.	-0.551000886
SAMPLE_7	10:112343092-112343355	.	-0.302962149
SAMPLE_7	10:112343540-112343779	.	-0.085789875
SAMPLE_7	10:112343892-112344203	.	-0.378565547
SAMPLE_7	10:112349307-112349522	.	-0.355529637
SAMPLE_7	10:112349592-112349807	.	-0.288265764
SAMPLE_7	10:112350118-112350381	.	-0.28561305
SAMPLE_7	10:112350700-112350939	.	-0.437573402
SAMPLE_7	10:112352774-112353037	.	-0.431027771
SAMPLE_7	10:112356100-112356363	.	-0.546016209
SAMPLE_7	10:112357841-112358104	.	-0.386106016
SAMPLE_7	10:112359359-112359622	.	-0.652108206
SAMPLE_7	10:112360143-112360358	.	-0.349266169
SAMPLE_7	10:112360726-112360941	.	-0.291761829
SAMPLE_7	10:112361387-112361650	.	-0.037904355
SAMPLE_7	10:112361674-112361985	.	-0.217488253
SAMPLE_7	10:112362184-112362471	.	-0.909794801
SAMPLE_7	10:112362528-112362815	.	-0.675398412
SAMPLE_7	10:112362887-112363102	.	-0.606855775
SAMPLE_7	10:112363941-112364108	.	-0.540170022
SAMPLE_7	10:114710466-114710753	.	-0.534681649
SAMPLE_7	10:114710915-114711082	.	-0.314184444
SAMPLE_7	10:114711184-114711423	.	-0.231724769
SAMPLE_7	10:114724265-114724432	.	-0.504261703
SAMPLE_7	10:114799727-114799942	.	-0.789377228
SAMPLE_7	10:114849108-114849347	.	-0.597282421
SAMPLE_7	10:114900889-114901128	.	-0.453579061
SAMPLE_7	10:114903625-114903840	.	-0.738279285
SAMPLE_7	10:114905719-114905910	.	-0.473510486
SAMPLE_7	10:114910692-114910931	.	-0.354010412
SAMPLE_7	10:114911432-114911695	.	-0.396053839
SAMPLE_7	10:114912038-114912253	.	-0.307966674
SAMPLE_7	10:114917720-114917887	.	-1.178805128
SAMPLE_7	10:114918367-114918534	.	-0.642566889
SAMPLE_7	10:114919619-114919810	.	-0.411047887
SAMPLE_7	10:114920318-114920509	.	-0.464736426
SAMPLE_7	10:114921233-114921448	.	-0.511944597
SAMPLE_7	10:114925307-114925738	.	-0.508559847
SAMPLE_7	10:117004024-117004203	.	-0.465912813
SAMPLE_7	10:119082351-119082530	.	-0.354966402
SAMPLE_7	10:121160727-121160906	.	-0.207075683
SAMPLE_7	10:123239044-123239235	.	-0.795518458
SAMPLE_7	10:123239321-123239679	.	-0.717858512
SAMPLE_7	10:123239680-123241363	.	-0.542854162
SAMPLE_7	10:123241600-123241815	.	-0.563154011
SAMPLE_7	10:123241816-123242428	.	-0.775646837
SAMPLE_7	10:123242507-123243156	.	-0.571282663
SAMPLE_7	10:123243157-123243372	.	-0.750094202
SAMPLE_7	10:123244858-123245097	.	-0.419369722
SAMPLE_7	10:123246819-123246986	.	-0.41667218
SAMPLE_7	10:123247446-123247685	.	-0.711001766
SAMPLE_7	10:123255997-123256284	.	-0.492966127
SAMPLE_7	10:123257956-123258171	.	-0.542022538
SAMPLE_7	10:123260281-123260520	.	-0.568290697
SAMPLE_7	10:123263248-123263511	.	-0.63723501
SAMPLE_7	10:123274576-123274887	.	-0.45987821
SAMPLE_7	10:123276773-123277036	.	-0.476666792
SAMPLE_7	10:123278138-123278401	.	-0.714778979
SAMPLE_7	10:123279444-123279731	.	-0.306290036
SAMPLE_7	10:123297808-123298023	.	-0.505994854
SAMPLE_7	10:123298048-123298287	.	-0.504977412
SAMPLE_7	10:123310745-123311032	.	-0.322952622
SAMPLE_7	10:123323959-123324150	.	-0.55376113
SAMPLE_7	10:123324941-123325228	.	-0.383548852
SAMPLE_7	10:123353169-123353384	.	-0.524825546
SAMPLE_7	10:123353385-123353526	.	-0.344425307
SAMPLE_7	10:12547973-12548152	.	-0.297281508
SAMPLE_7	10:126277145-126277324	.	-0.288501319
SAMPLE_7	10:14764120-14764299	.	-0.452115939
SAMPLE_7	10:16980112-16980291	.	-0.330401714
SAMPLE_7	10:19196227-19196406	.	-0.50346874
SAMPLE_7	10:21412244-21412423	.	-0.374595585
SAMPLE_7	10:23628310-23628489	.	-0.313013357
SAMPLE_7	10:25844277-25844456	.	-0.291972965
SAMPLE_7	10:28060404-28060583	.	-0.433732273
SAMPLE_7	10:30276433-30276612	.	-0.576503539
SAMPLE_7	10:32492511-32492690	.	-0.576684286
SAMPLE_7	10:34708491-34708670	.	-0.238257628
SAMPLE_7	10:36892143-36892322	.	-0.323704037
SAMPLE_7	10:39075696-39075875	.	-0.976276025
SAMPLE_7	10:42602121-42602300	.	0.271978252
SAMPLE_7	10:43572647-43572838	.	-0.676357757
SAMPLE_7	10:43595907-43596170	.	-0.251618281
SAMPLE_7	10:43597790-43598077	.	-0.486494384
SAMPLE_7	10:43600386-43600655	.	-0.308483113
SAMPLE_7	10:43601766-43602077	.	-0.190780295
SAMPLE_7	10:43604423-43604734	.	-0.401869024
SAMPLE_7	10:43604735-43606651	.	-0.543154696
SAMPLE_7	10:43606652-43606915	.	-0.418821632
SAMPLE_7	10:43606916-43607489	.	-0.571251045
SAMPLE_7	10:43607490-43607729	.	-0.683376839
SAMPLE_7	10:43607730-43608247	.	-0.729351489
SAMPLE_7	10:43608248-43608463	.	-0.39843794
SAMPLE_7	10:43608464-43608955	.	-0.529556686
SAMPLE_7	10:43608956-43609171	.	-0.5627119
SAMPLE_7	10:43609172-43609923	.	-0.410313463
SAMPLE_7	10:43609924-43610187	.	-0.003677667
SAMPLE_7	10:43610188-43611973	.	-0.509595071
SAMPLE_7	10:43611974-43612237	.	-0.124082645
SAMPLE_7	10:43612238-43613766	.	-0.597053012
SAMPLE_7	10:43613767-43613982	.	-0.32095196
SAMPLE_7	10:43614930-43615241	.	-0.00096536
SAMPLE_7	10:43615470-43615709	.	-0.21279194
SAMPLE_7	10:43617345-43617512	.	-0.375645239
SAMPLE_7	10:43619068-43619307	.	-0.470577409
SAMPLE_7	10:43620273-43620488	.	-0.340840333
SAMPLE_7	10:43621969-43622256	.	-0.355112818
SAMPLE_7	10:43623507-43623770	.	-0.591167466
SAMPLE_7	10:45708037-45708216	.	0.064345966
SAMPLE_7	10:47792292-47792471	.	-0.576947793
SAMPLE_7	10:49869907-49870026	.	-0.404055805
SAMPLE_7	10:51947557-51947736	.	-1.200096644
SAMPLE_7	10:5252135-5252254	.	-0.109982609
SAMPLE_7	10:54029815-54029994	.	0.000876069
SAMPLE_7	10:56112523-56112702	.	-0.492793535
SAMPLE_7	10:58195005-58195184	.	-0.331741305
SAMPLE_7	10:62539870-62540013	.	-0.23602767
SAMPLE_7	10:62544409-62544672	.	-0.393777083
SAMPLE_7	10:62545364-62545603	.	-0.593471098
SAMPLE_7	10:62547761-62548048	.	-0.391200348
SAMPLE_7	10:62551598-62551859	.	-0.288610486
SAMPLE_7	10:62551860-62552096	.	-0.355839301
SAMPLE_7	10:62553576-62553791	.	-0.634170261
SAMPLE_7	10:67455754-67455933	.	-0.350340311
SAMPLE_7	10:69906804-69906983	.	-0.124229859
SAMPLE_7	10:72357797-72357960	.	-0.315159591
SAMPLE_7	10:72357961-72358124	.	-0.273241384
SAMPLE_7	10:72358125-72358288	.	-0.403228745
SAMPLE_7	10:72358289-72358452	.	-0.441128631
SAMPLE_7	10:72358453-72358616	.	-0.108974816
SAMPLE_7	10:72358617-72358780	.	-0.140795729
SAMPLE_7	10:72358781-72358948	.	-0.680580998
SAMPLE_7	10:72360113-72360296	.	-0.06490828
SAMPLE_7	10:72360297-72360480	.	-0.034877645
SAMPLE_7	10:72360481-72360664	.	-0.146699675
SAMPLE_7	10:74395066-74395245	.	-1.866113244
SAMPLE_7	10:76429389-76429568	.	-0.122562545
SAMPLE_7	10:78463821-78464000	.	-0.635600997
SAMPLE_7	10:80498154-80498333	.	-0.456417066
SAMPLE_7	10:8097607-8097870	.	-0.00813715
SAMPLE_7	10:8100260-8100811	.	-0.081481723
SAMPLE_7	10:8105897-8106160	.	-0.354727374
SAMPLE_7	10:8111379-8111618	.	0.006048415
SAMPLE_7	10:8115700-8115987	.	-0.285725842
SAMPLE_7	10:82532610-82532789	.	-0.61089487
SAMPLE_7	10:84566969-84567148	.	-0.432613475
SAMPLE_7	10:86601338-86601517	.	-0.621762344
SAMPLE_7	10:88635725-88635892	.	-0.561979085
